__assist,__clean_sheet,__goal,__matchday,__game_play_duration,__total_earnings,__matches_info__away_shortname,__matches_info__away_squad,__matches_info__away_score,__matches_info__time_on_pitch,__matches_info__player_status_status,__matches_info__player_status_id,__matches_info__player_status_match_id,__matches_info__period,__matches_info__finished,__matches_info__home_shortname,__matches_info__home_squad,__matches_info__home_score,__matches_info__player_status_in_for_player,__matches_info__player_status_sub_in_timestamp,__matches_info__player_status_sub_in_minutes,__matches_info__player_status_sub_out_minutes,__matches_info__player_status_sub_out_timestamp,__shot_on_target,__attempt_saved,__successful_pass
0,0,0,14,0,0,WBA,1560,1,0,not_present,64401,8546,FullTime,True,WHU,1561,1,,,,,,,,
0,0,0,15,0,0,TOT,1558,1,0,not_present,64401,8536,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,16,0,0,WBA,1560,2,0,not_present,64401,8561,FullTime,True,LIV,1549,2,,,,,,,,
0,0,0,17,0,0,AFC,1544,2,0,not_present,64401,8556,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,18,0,0,WBA,1560,0,0,bench,64401,8585,FullTime,True,SWA,1557,1,,,,,,,,
0,0,0,19,0,0,NEW,1552,0,0,bench,64401,8575,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,20,0,0,STK,1555,1,0,bench,64401,8335,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,21,0,0,WBA,1560,2,0,not_present,64401,8341,FullTime,True,CHE,1545,2,,,,,,,,
0,0,0,22,0,0,WBA,1560,0,0,not_present,64401,8353,FullTime,True,SOU,1554,3,,,,,,,,
0,0,0,23,0,0,AVL,1543,0,0,not_present,64401,8365,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,24,0,0,SWA,1557,1,0,not_present,64401,8294,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,25,0,0,WBA,1560,0,0,not_present,64401,8302,FullTime,True,NEW,1552,1,,,,,,,,
0,0,0,26,0,0,WBA,1560,1,0,not_present,64401,8312,FullTime,True,EVE,1547,0,,,,,,,,
0,0,0,27,0,0,CRY,1546,2,0,not_present,64401,8325,FullTime,True,WBA,1560,3,,,,,,,,
0,0,0,28,0,0,WBA,1560,2,0,bench,64401,8370,FullTime,True,LEI,1548,2,,,,,,,,
0,0,0,1,0,0,MCI,1550,3,0,not_present,64402,8396,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,2,0,0,WBA,1560,0,0,not_present,64402,8415,FullTime,True,WAT,1559,0,,,,,,,,
0,0,0,3,0,0,CHE,1545,3,0,not_present,64402,8405,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,4,0,0,WBA,1560,1,0,not_present,64402,8434,FullTime,True,STK,1555,0,,,,,,,,
0,0,0,5,0,0,SOU,1554,0,0,not_present,64402,8425,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,6,0,0,WBA,1560,1,0,not_present,64402,8447,FullTime,True,AVL,1543,0,,,,,,,,
0,0,0,7,0,0,EVE,1547,3,0,not_present,64402,8445,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,8,0,0,WBA,1560,0,0,not_present,64402,8471,FullTime,True,CRY,1546,2,,,,,,,,
0,0,0,9,0,0,SUN,1556,0,0,not_present,64402,8466,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,10,0,0,WBA,1560,1,0,not_present,64402,8503,FullTime,True,NOR,1553,0,,,,,,,,
0,0,0,11,0,0,LEI,1548,3,0,not_present,64402,8496,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,12,0,0,WBA,1560,0,0,not_present,64402,8522,FullTime,True,MUN,1551,2,,,,,,,,
0,0,0,13,0,0,ARS,1542,1,0,not_present,64402,8516,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,14,0,0,WBA,1560,1,0,not_present,64402,8546,FullTime,True,WHU,1561,1,,,,,,,,
0,0,0,15,0,0,TOT,1558,1,0,not_present,64402,8536,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,16,0,0,WBA,1560,2,0,not_present,64402,8561,FullTime,True,LIV,1549,2,,,,,,,,
0,0,0,17,0,0,AFC,1544,2,0,not_present,64402,8556,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,18,0,0,WBA,1560,0,0,not_present,64402,8585,FullTime,True,SWA,1557,1,,,,,,,,
0,0,0,19,0,0,NEW,1552,0,0,not_present,64402,8575,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,20,0,0,STK,1555,1,0,not_present,64402,8335,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,21,0,0,WBA,1560,2,0,not_present,64402,8341,FullTime,True,CHE,1545,2,,,,,,,,
0,0,0,22,0,0,WBA,1560,0,0,not_present,64402,8353,FullTime,True,SOU,1554,3,,,,,,,,
0,0,0,23,0,0,AVL,1543,0,0,not_present,64402,8365,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,24,0,0,SWA,1557,1,0,not_present,64402,8294,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,25,0,0,WBA,1560,0,0,not_present,64402,8302,FullTime,True,NEW,1552,1,,,,,,,,
0,0,0,26,0,0,WBA,1560,1,0,not_present,64402,8312,FullTime,True,EVE,1547,0,,,,,,,,
0,0,0,27,0,0,CRY,1546,2,0,not_present,64402,8325,FullTime,True,WBA,1560,3,,,,,,,,
0,0,0,28,0,0,WBA,1560,2,0,not_present,64402,8370,FullTime,True,LEI,1548,2,,,,,,,,
0,0,0,1,0,0,MCI,1550,3,0,not_present,64403,8396,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,2,0,0,WBA,1560,0,0,not_present,64403,8415,FullTime,True,WAT,1559,0,,,,,,,,
0,0,0,3,0,0,CHE,1545,3,0,not_present,64403,8405,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,4,0,0,WBA,1560,1,0,not_present,64403,8434,FullTime,True,STK,1555,0,,,,,,,,
0,0,0,5,0,0,SOU,1554,0,0,not_present,64403,8425,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,6,0,0,WBA,1560,1,0,not_present,64403,8447,FullTime,True,AVL,1543,0,,,,,,,,
0,0,0,7,0,0,EVE,1547,3,0,not_present,64403,8445,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,8,0,0,WBA,1560,0,0,not_present,64403,8471,FullTime,True,CRY,1546,2,,,,,,,,
0,0,0,9,0,0,SUN,1556,0,0,not_present,64403,8466,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,10,0,0,WBA,1560,1,0,not_present,64403,8503,FullTime,True,NOR,1553,0,,,,,,,,
0,0,0,11,0,0,LEI,1548,3,0,not_present,64403,8496,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,12,0,0,WBA,1560,0,0,not_present,64403,8522,FullTime,True,MUN,1551,2,,,,,,,,
0,0,0,13,0,0,ARS,1542,1,0,not_present,64403,8516,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,14,0,0,WBA,1560,1,0,not_present,64403,8546,FullTime,True,WHU,1561,1,,,,,,,,
0,0,0,15,0,0,TOT,1558,1,0,not_present,64403,8536,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,16,0,0,WBA,1560,2,0,not_present,64403,8561,FullTime,True,LIV,1549,2,,,,,,,,
0,0,0,17,0,0,AFC,1544,2,0,not_present,64403,8556,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,18,0,0,WBA,1560,0,0,not_present,64403,8585,FullTime,True,SWA,1557,1,,,,,,,,
0,0,0,19,0,0,NEW,1552,0,0,not_present,64403,8575,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,20,0,0,STK,1555,1,0,not_present,64403,8335,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,21,0,0,WBA,1560,2,0,not_present,64403,8341,FullTime,True,CHE,1545,2,,,,,,,,
0,0,0,22,0,0,WBA,1560,0,0,not_present,64403,8353,FullTime,True,SOU,1554,3,,,,,,,,
0,0,0,23,0,0,AVL,1543,0,0,not_present,64403,8365,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,24,0,0,SWA,1557,1,0,not_present,64403,8294,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,25,0,0,WBA,1560,0,0,not_present,64403,8302,FullTime,True,NEW,1552,1,,,,,,,,
0,0,0,26,0,0,WBA,1560,1,0,not_present,64403,8312,FullTime,True,EVE,1547,0,,,,,,,,
0,0,0,27,0,0,CRY,1546,2,0,not_present,64403,8325,FullTime,True,WBA,1560,3,,,,,,,,
0,0,0,28,0,0,WBA,1560,2,0,not_present,64403,8370,FullTime,True,LEI,1548,2,,,,,,,,
0,0,0,1,0,0,MCI,1550,3,0,not_present,64404,8396,FullTime,True,WBA,1560,0,,,,,,,,
0,1,0,2,90,129000,WBA,1560,0,90,starter,64404,8415,FullTime,True,WAT,1559,0,,1439647200,0,,,,,
0,0,0,3,90,21500,CHE,1545,3,90,starter,64404,8405,FullTime,True,WBA,1560,2,,1440333000,0,,,,,
0,1,0,4,90,110000,WBA,1560,1,90,starter,64404,8434,FullTime,True,STK,1555,0,,1440856800,0,,,,,
0,1,0,5,90,82000,SOU,1554,0,90,starter,64404,8425,FullTime,True,WBA,1560,0,,1442066400,0,,,,,
0,1,0,6,90,145500,WBA,1560,1,90,starter,64404,8447,FullTime,True,AVL,1543,0,,1442671200,0,,,,,
0,0,0,7,0,0,EVE,1547,3,0,not_present,64404,8445,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,8,90,-2000,WBA,1560,0,90,starter,64404,8471,FullTime,True,CRY,1546,2,,1443872700,0,,,,,
0,1,0,9,90,154000,SUN,1556,0,90,starter,64404,8466,FullTime,True,WBA,1560,1,,1445090400,0,,,,,
0,1,0,10,90,143500,WBA,1560,1,90,starter,64404,8503,FullTime,True,NOR,1553,0,,1445695200,0,,,,,
0,0,0,11,90,64500,LEI,1548,3,90,starter,64404,8496,FullTime,True,WBA,1560,2,,1446303600,0,,,,,
0,0,0,12,90,-73500,WBA,1560,0,90,red_card,64404,8522,FullTime,True,MUN,1551,2,,1446908400,0,91,1446914916,,,
0,0,0,13,0,0,ARS,1542,1,0,not_present,64404,8516,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,14,90,44500,WBA,1560,1,90,starter,64404,8546,FullTime,True,WHU,1561,1,,1448805900,0,,,,,
0,0,0,15,90,61500,TOT,1558,1,90,starter,64404,8536,FullTime,True,WBA,1560,1,,1449327600,0,,,,,
0,0,0,16,90,49500,WBA,1560,2,90,starter,64404,8561,FullTime,True,LIV,1549,2,,1450022400,0,,,,,
0,0,1,17,90,147000,AFC,1544,2,90,starter,64404,8556,FullTime,True,WBA,1560,1,,1450537200,0,,,,,
0,0,0,18,90,29500,WBA,1560,0,90,starter,64404,8585,FullTime,True,SWA,1557,1,,1451142000,0,,,,,
0,1,0,19,90,131500,NEW,1552,0,90,starter,64404,8575,FullTime,True,WBA,1560,1,,1451314800,0,,,,,
0,0,0,20,90,59000,STK,1555,1,90,starter,64404,8335,FullTime,True,WBA,1560,2,,1451746800,0,,,,,
0,0,0,21,90,-18000,WBA,1560,2,90,starter,64404,8341,FullTime,True,CHE,1545,2,,1452714300,0,,,,,
0,0,0,22,90,9500,WBA,1560,0,90,starter,64404,8353,FullTime,True,SOU,1554,3,,1452956400,0,,,,,
0,1,0,23,90,111500,AVL,1543,0,90,starter,64404,8365,FullTime,True,WBA,1560,0,,1453561200,0,,,,,
0,0,0,24,90,60500,SWA,1557,1,90,starter,64404,8294,FullTime,True,WBA,1560,1,,1454443200,0,,,,,
0,0,0,25,90,5500,WBA,1560,0,90,starter,64404,8302,FullTime,True,NEW,1552,1,,1454770800,0,,,,,
0,0,0,26,0,0,WBA,1560,1,0,not_present,64404,8312,FullTime,True,EVE,1547,0,,,,,,,,
0,0,0,27,90,127500,CRY,1546,2,90,starter,64404,8325,FullTime,True,WBA,1560,3,,1456594200,0,,,,,
0,0,0,28,90,79500,WBA,1560,2,90,starter,64404,8370,FullTime,True,LEI,1548,2,,1456861500,0,,,,,
0,0,0,1,90,9000,MCI,1550,3,90,starter,64405,8396,FullTime,True,WBA,1560,0,,1439233200,0,,,,,
0,1,0,2,90,103500,WBA,1560,0,90,starter,64405,8415,FullTime,True,WAT,1559,0,,1439647200,0,,,,,
0,0,0,3,90,29500,CHE,1545,3,90,starter,64405,8405,FullTime,True,WBA,1560,2,,1440333000,0,,,,,
0,1,0,4,90,141000,WBA,1560,1,90,starter,64405,8434,FullTime,True,STK,1555,0,,1440856800,0,,,,,
0,1,0,5,90,109000,SOU,1554,0,90,starter,64405,8425,FullTime,True,WBA,1560,0,,1442066400,0,,,,,
0,1,0,6,90,132500,WBA,1560,1,90,starter,64405,8447,FullTime,True,AVL,1543,0,,1442671200,0,,,,,
0,0,1,7,90,152000,EVE,1547,3,90,starter,64405,8445,FullTime,True,WBA,1560,2,,1443466800,0,,,,,
0,0,0,8,90,38000,WBA,1560,0,90,starter,64405,8471,FullTime,True,CRY,1546,2,,1443872700,0,,,,,
0,1,0,9,90,101500,SUN,1556,0,90,starter,64405,8466,FullTime,True,WBA,1560,1,,1445090400,0,,,,,
0,1,0,10,90,137000,WBA,1560,1,90,starter,64405,8503,FullTime,True,NOR,1553,0,,1445695200,0,,,,,
0,0,0,11,90,19500,LEI,1548,3,90,starter,64405,8496,FullTime,True,WBA,1560,2,,1446303600,0,,,,,
0,0,0,12,90,33000,WBA,1560,0,90,starter,64405,8522,FullTime,True,MUN,1551,2,,1446908400,0,,,,,
0,0,0,13,90,75000,ARS,1542,1,90,starter,64405,8516,FullTime,True,WBA,1560,2,,1448118000,0,,,,,
0,0,0,14,90,58500,WBA,1560,1,90,starter,64405,8546,FullTime,True,WHU,1561,1,,1448805900,0,,,,,
0,0,0,15,90,52000,TOT,1558,1,90,starter,64405,8536,FullTime,True,WBA,1560,1,,1449327600,0,,,,,
0,0,1,16,90,173000,WBA,1560,2,90,starter,64405,8561,FullTime,True,LIV,1549,2,,1450022400,0,,,,,
0,0,0,17,90,22000,AFC,1544,2,90,starter,64405,8556,FullTime,True,WBA,1560,1,,1450537200,0,,,,,
0,0,0,18,90,33500,WBA,1560,0,90,starter,64405,8585,FullTime,True,SWA,1557,1,,1451142000,0,,,,,
0,1,0,19,90,131500,NEW,1552,0,90,starter,64405,8575,FullTime,True,WBA,1560,1,,1451314800,0,,,,,
0,0,0,20,90,91000,STK,1555,1,90,starter,64405,8335,FullTime,True,WBA,1560,2,,1451746800,0,,,,,
0,0,0,21,90,42000,WBA,1560,2,90,starter,64405,8341,FullTime,True,CHE,1545,2,,1452714300,0,,,,,
0,0,0,22,90,-30500,WBA,1560,0,90,starter,64405,8353,FullTime,True,SOU,1554,3,,1452956400,0,,,,,
0,1,0,23,90,129000,AVL,1543,0,90,starter,64405,8365,FullTime,True,WBA,1560,0,,1453561200,0,,,,,
0,0,0,24,90,79000,SWA,1557,1,90,starter,64405,8294,FullTime,True,WBA,1560,1,,1454443200,0,,,,,
0,0,0,25,90,45000,WBA,1560,0,90,starter,64405,8302,FullTime,True,NEW,1552,1,,1454770800,0,,,,,
0,1,0,26,90,182000,WBA,1560,1,90,starter,64405,8312,FullTime,True,EVE,1547,0,,1455375600,0,,,,,
0,0,1,27,90,204000,CRY,1546,2,90,starter,64405,8325,FullTime,True,WBA,1560,3,,1456594200,0,,,,,
0,0,0,28,90,78500,WBA,1560,2,90,starter,64405,8370,FullTime,True,LEI,1548,2,,1456861500,0,,,,,
0,0,0,1,0,0,MCI,1550,3,0,not_present,64406,8396,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,2,0,0,WBA,1560,0,0,not_present,64406,8415,FullTime,True,WAT,1559,0,,,,,,,,
0,0,0,3,0,0,CHE,1545,3,0,not_present,64406,8405,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,4,0,0,WBA,1560,1,0,not_present,64406,8434,FullTime,True,STK,1555,0,,,,,,,,
0,0,0,5,0,0,SOU,1554,0,0,not_present,64406,8425,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,6,0,0,WBA,1560,1,0,not_present,64406,8447,FullTime,True,AVL,1543,0,,,,,,,,
0,0,0,7,0,0,EVE,1547,3,0,not_present,64406,8445,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,8,0,0,WBA,1560,0,0,not_present,64406,8471,FullTime,True,CRY,1546,2,,,,,,,,
0,0,0,9,0,0,SUN,1556,0,0,not_present,64406,8466,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,10,0,0,WBA,1560,1,0,not_present,64406,8503,FullTime,True,NOR,1553,0,,,,,,,,
0,0,0,11,0,0,LEI,1548,3,0,not_present,64406,8496,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,12,0,0,WBA,1560,0,0,not_present,64406,8522,FullTime,True,MUN,1551,2,,,,,,,,
0,0,0,13,0,0,ARS,1542,1,0,not_present,64406,8516,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,14,0,0,WBA,1560,1,0,not_present,64406,8546,FullTime,True,WHU,1561,1,,,,,,,,
0,0,0,15,0,0,TOT,1558,1,0,not_present,64406,8536,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,16,0,0,WBA,1560,2,0,not_present,64406,8561,FullTime,True,LIV,1549,2,,,,,,,,
0,0,0,17,0,0,AFC,1544,2,0,not_present,64406,8556,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,18,0,0,WBA,1560,0,0,not_present,64406,8585,FullTime,True,SWA,1557,1,,,,,,,,
0,0,0,19,0,0,NEW,1552,0,0,not_present,64406,8575,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,20,0,0,STK,1555,1,0,not_present,64406,8335,FullTime,True,WBA,1560,2,,,,,,,,
0,0,0,21,0,0,WBA,1560,2,0,not_present,64406,8341,FullTime,True,CHE,1545,2,,,,,,,,
0,0,0,22,0,0,WBA,1560,0,0,not_present,64406,8353,FullTime,True,SOU,1554,3,,,,,,,,
0,0,0,23,0,0,AVL,1543,0,0,not_present,64406,8365,FullTime,True,WBA,1560,0,,,,,,,,
0,0,0,24,0,0,SWA,1557,1,0,not_present,64406,8294,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,25,0,0,WBA,1560,0,0,not_present,64406,8302,FullTime,True,NEW,1552,1,,,,,,,,
0,0,0,26,0,0,WBA,1560,1,0,not_present,64406,8312,FullTime,True,EVE,1547,0,,,,,,,,
0,0,0,27,0,0,CRY,1546,2,0,not_present,64406,8325,FullTime,True,WBA,1560,3,,,,,,,,
0,0,0,28,0,0,WBA,1560,2,0,not_present,64406,8370,FullTime,True,LEI,1548,2,,,,,,,,
0,0,0,1,45,-20000,MCI,1550,3,45,sub_in,64407,8396,FullTime,True,WBA,1560,0,64464,1439236875,45,,,,,
0,1,0,2,90,105000,WBA,1560,0,90,starter,64407,8415,FullTime,True,WAT,1559,0,,1439647200,0,,,,,
0,0,0,3,90,30500,CHE,1545,3,90,starter,64407,8405,FullTime,True,WBA,1560,2,,1440333000,0,,,,,
0,1,0,4,35,74000,WBA,1560,1,35,sub_out,64407,8434,FullTime,True,STK,1555,0,,1440856800,0,35,1440858848,,,
0,1,0,5,90,77500,SOU,1554,0,90,starter,64407,8425,FullTime,True,WBA,1560,0,,1442066400,0,,,,,
0,1,0,6,90,90500,WBA,1560,1,90,starter,64407,8447,FullTime,True,AVL,1543,0,,1442671200,0,,,,,
0,0,0,7,85,40500,EVE,1547,3,85,sub_out,64407,8445,FullTime,True,WBA,1560,2,,1443466800,0,85,1443472930,,,
0,0,0,8,90,2000,WBA,1560,0,90,starter,64407,8471,FullTime,True,CRY,1546,2,,1443872700,0,,,,,
0,1,0,9,90,96500,SUN,1556,0,90,starter,64407,8466,FullTime,True,WBA,1560,1,,1445090400,0,,,,,
0,1,0,10,90,130000,WBA,1560,1,90,starter,64407,8503,FullTime,True,NOR,1553,0,,1445695200,0,,,,,
0,0,0,11,76,17000,LEI,1548,3,76,sub_out,64407,8496,FullTime,True,WBA,1560,2,,1446303600,0,76,1446309094,,,
0,0,0,12,90,12000,WBA,1560,0,90,starter,64407,8522,FullTime,True,MUN,1551,2,,1446908400,0,,,,,
0,0,0,13,90,67000,ARS,1542,1,90,starter,64407,8516,FullTime,True,WBA,1560,2,,1448118000,0,,,,,
0,0,0,14,90,24500,WBA,1560,1,90,starter,64407,8546,FullTime,True,WHU,1561,1,,1448805900,0,,,,,
0,0,0,15,0,0,TOT,1558,1,0,not_present,64407,8536,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,16,0,0,WBA,1560,2,0,not_present,64407,8561,FullTime,True,LIV,1549,2,,,,,,,,
0,0,0,17,0,0,AFC,1544,2,0,not_present,64407,8556,FullTime,True,WBA,1560,1,,,,,,,,
0,0,0,18,81,11000,WBA,1560,0,81,sub_out,64407,8585,FullTime,True,SWA,1557,1,,1451142000,0,81,1451147896,,,
1,1,0,19,90,166500,NEW,1552,0,90,starter,64407,8575,FullTime,True,WBA,1560,1,,1451314800,0,,,,,
0,0,0,20,85,63000,STK,1555,1,85,sub_out,64407,8335,FullTime,True,WBA,1560,2,,1451746800,0,85,1451752842,,,
0,0,0,21,60,14500,WBA,1560,2,60,sub_out,64407,8341,FullTime,True,CHE,1545,2,,1452714300,0,60,1452718944,,,
0,0,0,22,90,29000,WBA,1560,0,90,starter,64407,8353,FullTime,True,SOU,1554,3,,1452956400,0,,,,,
0,1,0,23,90,82000,AVL,1543,0,90,starter,64407,8365,FullTime,True,WBA,1560,0,,1453561200,0,,,,,
0,0,0,24,90,73500,SWA,1557,1,90,starter,64407,8294,FullTime,True,WBA,1560,1,,1454443200,0,,,,,
0,0,0,25,90,19500,WBA,1560,0,90,starter,64407,8302,FullTime,True,NEW,1552,1,,1454770800,0,,,,,
0,1,0,26,90,102000,WBA,1560,1,90,starter,64407,8312,FullTime,True,EVE,1547,0,,1455375600,0,,,,,
0,0,0,27,90,77500,CRY,1546,2,90,starter,64407,8325,FullTime,True,WBA,1560,3,,1456594200,0,,,,,
0,0,0,28,90,26500,WBA,1560,2,90,starter,64407,8370,FullTime,True,LEI,1548,2,,1456861500,0,,,,,
0,0,0,1,90,31000,MCI,1550,3,90,starter,64408,8396,FullTime,True,WBA,1560,0,,1439233200,0,,,,,
0,1,0,2,90,90500,WBA,1560,0,90,starter,64408,8415,FullTime,True,WAT,1559,0,,1439647200,0,,,,,
0,0,2,3,88,196000,CHE,1545,3,88,sub_out,64408,8405,FullTime,True,WBA,1560,2,,1440333000,0,88,1440339331,,,
